proxy,fold,method,seed,n_source_files,n_target_files,n_source_windows,n_target_windows,n_features,fit_seconds,macro_f1,accuracy,n_classes,f1_B,f1_IR,f1_OR,f1_N,recall_B,recall_IR,recall_OR,recall_N
A_P4,DE_to_FE,M3,0,60,45,1860,1403,49,1.9029567241668701,0.3771312824611537,0.4126870990734141,3,0.6666666666666666,0.03779527559055118,0.4269319051262433,,0.7741935483870968,0.03225806451612903,0.4233687405159332,
A_P4,FE_to_DE,M3,0,45,60,1403,1860,49,1.785374641418457,0.3573887802339446,0.4290322580645161,3,0.5341207349081365,0.0673076923076923,0.4707379134860051,,0.8205645161290323,0.04233870967741935,0.42626728110599077,
A_P4,DE_to_FE,M3,1,60,45,1860,1403,49,1.827176570892334,0.3771312824611537,0.4126870990734141,3,0.6666666666666666,0.03779527559055118,0.4269319051262433,,0.7741935483870968,0.03225806451612903,0.4233687405159332,
A_P4,FE_to_DE,M3,1,45,60,1403,1860,49,1.8068416118621826,0.3573887802339446,0.4290322580645161,3,0.5341207349081365,0.0673076923076923,0.4707379134860051,,0.8205645161290323,0.04233870967741935,0.42626728110599077,
A_P4,DE_to_FE,M4,0,60,45,1860,1403,49,1.5064811706542969,0.23752634855068686,0.2915181753385602,3,0.2624113475177305,0.010884353741496598,0.43928334439283345,,0.1989247311827957,0.010752688172043012,0.5022761760242792,
A_P4,FE_to_DE,M4,0,45,60,1403,1860,49,1.5939579010009766,0.349055476750719,0.3844086021505376,3,0.3391188251001335,0.22532402791625125,0.48272357723577236,,0.2560483870967742,0.22782258064516128,0.5472350230414746,
A_P4,DE_to_FE,M4,1,60,45,1860,1403,49,1.5895583629608154,0.23752634855068686,0.2915181753385602,3,0.2624113475177305,0.010884353741496598,0.43928334439283345,,0.1989247311827957,0.010752688172043012,0.5022761760242792,
A_P4,FE_to_DE,M4,1,45,60,1403,1860,49,1.5627233982086182,0.349055476750719,0.3844086021505376,3,0.3391188251001335,0.22532402791625125,0.48272357723577236,,0.2560483870967742,0.22782258064516128,0.5472350230414746,
A_P4,DE_to_FE,M5,0,60,45,1860,1403,49,9.010086059570312,0.3323504317849031,0.4219529579472559,3,0.4528985507246377,0.0,0.5441527446300716,,0.6720430107526881,0.0,0.5189681335356601,
A_P4,FE_to_DE,M5,0,45,60,1403,1860,49,13.972596883773804,0.2535906872361919,0.30483870967741933,3,0.3052064631956912,0.041884816753926704,0.41368078175895767,,0.34274193548387094,0.03225806451612903,0.43894009216589863,
A_P4,DE_to_FE,M5,1,60,45,1860,1403,49,9.07746410369873,0.3323504317849031,0.4219529579472559,3,0.4528985507246377,0.0,0.5441527446300716,,0.6720430107526881,0.0,0.5189681335356601,
A_P4,FE_to_DE,M5,1,45,60,1403,1860,49,14.03734540939331,0.2535906872361919,0.30483870967741933,3,0.3052064631956912,0.041884816753926704,0.41368078175895767,,0.34274193548387094,0.03225806451612903,0.43894009216589863,
A_P4,DE_to_FE,M6,0,60,45,1860,1403,49,17.70955801010132,0.4283533762933273,0.4333570919458304,3,0.5910224438902744,0.247074122236671,0.44696356275303645,,0.6370967741935484,0.2553763440860215,0.4188163884673748,
A_P4,FE_to_DE,M6,0,45,60,1403,1860,49,12.005324840545654,0.3170789833403446,0.3435483870967742,3,0.39643211100099107,0.15330188679245282,0.4015029522275899,,0.4032258064516129,0.1310483870967742,0.4308755760368664,
A_P4,DE_to_FE,M6,1,60,45,1860,1403,49,17.52308940887451,0.4283533762933273,0.4333570919458304,3,0.5910224438902744,0.247074122236671,0.44696356275303645,,0.6370967741935484,0.2553763440860215,0.4188163884673748,
A_P4,FE_to_DE,M6,1,45,60,1403,1860,49,11.987935304641724,0.3170789833403446,0.3435483870967742,3,0.39643211100099107,0.15330188679245282,0.4015029522275899,,0.4032258064516129,0.1310483870967742,0.4308755760368664,
A_P4,DE_to_FE,M7,0,60,45,1860,1403,49,4.464407682418823,0.32934675350305903,0.3421240199572345,3,0.3238095238095238,0.20952380952380953,0.4547069271758437,,0.3655913978494624,0.23655913978494625,0.3884673748103187,
A_P4,FE_to_DE,M7,0,45,60,1403,1860,49,5.604557991027832,0.2410394265232975,0.23763440860215054,3,0.3010752688172043,0.21505376344086022,0.20698924731182797,,0.3387096774193548,0.24193548387096775,0.1774193548387097,
A_P4,DE_to_FE,M7,1,60,45,1860,1403,49,4.624173879623413,0.32934675350305903,0.3421240199572345,3,0.3238095238095238,0.20952380952380953,0.4547069271758437,,0.3655913978494624,0.23655913978494625,0.3884673748103187,
A_P4,FE_to_DE,M7,1,45,60,1403,1860,49,5.657902479171753,0.2410394265232975,0.23763440860215054,3,0.3010752688172043,0.21505376344086022,0.20698924731182797,,0.3387096774193548,0.24193548387096775,0.1774193548387097,
A_P4,DE_to_FE,M10,0,60,45,1860,1403,49,14.205494165420532,0.3277257501979595,0.406272273699216,3,0.45614035087719296,0.004008016032064128,0.5230288836846214,,0.6290322580645161,0.002688172043010753,0.5083459787556904,
A_P4,FE_to_DE,M10,0,45,60,1403,1860,49,19.137475967407227,0.29271676058035095,0.3301075268817204,3,0.35490605427974947,0.10196987253765932,0.421274354923644,,0.34274193548387094,0.08870967741935484,0.4608294930875576,
A_P4,DE_to_FE,M10,1,60,45,1860,1403,49,14.23482871055603,0.3277257501979595,0.406272273699216,3,0.45614035087719296,0.004008016032064128,0.5230288836846214,,0.6290322580645161,0.002688172043010753,0.5083459787556904,
A_P4,FE_to_DE,M10,1,45,60,1403,1860,49,19.068732023239136,0.29271676058035095,0.3301075268817204,3,0.35490605427974947,0.10196987253765932,0.421274354923644,,0.34274193548387094,0.08870967741935484,0.4608294930875576,
