proxy,fold,method,seed,n_source_files,n_target_files,macro_f1,accuracy,n_classes,f1_B,recall_B,f1_IR,recall_IR,f1_OR,recall_OR,f1_N,recall_N
A_P3,48k_to_12k,N8,0,52,105,0.3763582689529552,0.5047619047619047,3,0.06896551724137931,0.03571428571428571,0.39344262295081966,0.42857142857142855,0.6666666666666666,0.8163265306122449,,
A_P3,48k_to_12k,N8,1,52,105,0.3763582689529552,0.5047619047619047,3,0.06896551724137931,0.03571428571428571,0.39344262295081966,0.42857142857142855,0.6666666666666666,0.8163265306122449,,
A_P3,48k_to_12k,N8,2,52,105,0.3763582689529552,0.5047619047619047,3,0.06896551724137931,0.03571428571428571,0.39344262295081966,0.42857142857142855,0.6666666666666666,0.8163265306122449,,
A_P3,48k_to_12k,N4,0,52,105,0.10637254901960785,0.1523809523809524,3,0.025,0.03571428571428571,0.0,0.0,0.29411764705882354,0.30612244897959184,,
A_P3,48k_to_12k,N4,1,52,105,0.25701357466063346,0.3047619047619048,3,0.06666666666666667,0.03571428571428571,0.41025641025641024,0.5714285714285714,0.29411764705882354,0.30612244897959184,,
A_P3,48k_to_12k,N4,2,52,105,0.25701357466063346,0.3047619047619048,3,0.06666666666666667,0.03571428571428571,0.41025641025641024,0.5714285714285714,0.29411764705882354,0.30612244897959184,,
A_P4,DE_to_FE,N0,0,60,45,0.5000414078674948,0.5111111111111111,3,0.6086956521739131,0.5833333333333334,0.32,0.3333333333333333,0.5714285714285714,0.5714285714285714,,
A_P4,DE_to_FE,N0,1,60,45,0.5000414078674948,0.5111111111111111,3,0.6086956521739131,0.5833333333333334,0.32,0.3333333333333333,0.5714285714285714,0.5714285714285714,,
A_P4,DE_to_FE,N0,2,60,45,0.5000414078674948,0.5111111111111111,3,0.6086956521739131,0.5833333333333334,0.32,0.3333333333333333,0.5714285714285714,0.5714285714285714,,
A_P4,DE_to_FE,N6,0,60,45,0.5000414078674948,0.5111111111111111,3,0.6086956521739131,0.5833333333333334,0.32,0.3333333333333333,0.5714285714285714,0.5714285714285714,,
A_P4,DE_to_FE,N6,1,60,45,0.5000414078674948,0.5111111111111111,3,0.6086956521739131,0.5833333333333334,0.32,0.3333333333333333,0.5714285714285714,0.5714285714285714,,
A_P4,DE_to_FE,N6,2,60,45,0.5000414078674948,0.5111111111111111,3,0.6086956521739131,0.5833333333333334,0.32,0.3333333333333333,0.5714285714285714,0.5714285714285714,,
A_P4,DE_to_FE,N8,0,60,45,0.3693617021276596,0.4222222222222222,3,0.64,0.6666666666666666,0.0,0.0,0.46808510638297873,0.5238095238095238,,
A_P4,DE_to_FE,N8,1,60,45,0.3693617021276596,0.4222222222222222,3,0.64,0.6666666666666666,0.0,0.0,0.46808510638297873,0.5238095238095238,,
A_P4,DE_to_FE,N8,2,60,45,0.3693617021276596,0.4222222222222222,3,0.64,0.6666666666666666,0.0,0.0,0.46808510638297873,0.5238095238095238,,
A_P4,DE_to_FE,N4,0,60,45,0.21212121212121213,0.4666666666666667,3,0.0,0.0,0.0,0.0,0.6363636363636364,1.0,,
A_P4,DE_to_FE,N4,1,60,45,0.21212121212121213,0.4666666666666667,3,0.0,0.0,0.0,0.0,0.6363636363636364,1.0,,
A_P4,DE_to_FE,N4,2,60,45,0.21212121212121213,0.4666666666666667,3,0.0,0.0,0.0,0.0,0.6363636363636364,1.0,,
A_P4,FE_to_DE,N0,0,45,60,0.37425842131724485,0.38333333333333336,3,0.5384615384615384,0.4375,0.11764705882352941,0.125,0.4666666666666667,0.5,,
A_P4,FE_to_DE,N0,1,45,60,0.37425842131724485,0.38333333333333336,3,0.5384615384615384,0.4375,0.11764705882352941,0.125,0.4666666666666667,0.5,,
A_P4,FE_to_DE,N0,2,45,60,0.37425842131724485,0.38333333333333336,3,0.5384615384615384,0.4375,0.11764705882352941,0.125,0.4666666666666667,0.5,,
A_P4,FE_to_DE,N6,0,45,60,0.37425842131724485,0.38333333333333336,3,0.5384615384615384,0.4375,0.11764705882352941,0.125,0.4666666666666667,0.5,,
A_P4,FE_to_DE,N6,1,45,60,0.37425842131724485,0.38333333333333336,3,0.5384615384615384,0.4375,0.11764705882352941,0.125,0.4666666666666667,0.5,,
A_P4,FE_to_DE,N6,2,45,60,0.37425842131724485,0.38333333333333336,3,0.5384615384615384,0.4375,0.11764705882352941,0.125,0.4666666666666667,0.5,,
A_P4,FE_to_DE,N8,0,45,60,0.25793650793650796,0.2833333333333333,3,0.5238095238095238,0.6875,0.25,0.375,0.0,0.0,,
A_P4,FE_to_DE,N8,1,45,60,0.25793650793650796,0.2833333333333333,3,0.5238095238095238,0.6875,0.25,0.375,0.0,0.0,,
A_P4,FE_to_DE,N8,2,45,60,0.25793650793650796,0.2833333333333333,3,0.5238095238095238,0.6875,0.25,0.375,0.0,0.0,,
A_P4,FE_to_DE,N4,0,45,60,0.39802102659245514,0.5166666666666667,3,0.6122448979591837,0.9375,0.0,0.0,0.5818181818181818,0.5714285714285714,,
A_P4,FE_to_DE,N4,1,45,60,0.5025641025641026,0.65,3,0.7692307692307693,0.9375,0.0,0.0,0.7384615384615385,0.8571428571428571,,
A_P4,FE_to_DE,N4,2,45,60,0.5025641025641026,0.65,3,0.7692307692307693,0.9375,0.0,0.0,0.7384615384615385,0.8571428571428571,,
