protocol,feature_set,model,seed,fold,n_train_files,n_test_files,n_train_windows,n_test_windows,n_features,fit_seconds,predict_ms_per_1k,accuracy,macro_f1,weighted_f1,n_classes,file_accuracy,file_macro_f1,n_test_files_eval,precision_B,recall_B,f1_B,precision_IR,recall_IR,f1_IR,precision_OR,recall_OR,f1_OR,precision_N,recall_N,f1_N
P1,F1,lr,2,fold0,128,33,3225,895,91,2.2202086448669434,0.8484504742329346,0.8379888268156425,0.8764307980661475,0.839290537088228,4,0.8787878787878788,0.9105263157894737,33,0.7238095238095238,0.9193548387096774,0.8099467140319716,0.9259259259259259,0.8101851851851852,0.8641975308641975,0.8777777777777778,0.79,0.8315789473684211,1.0,1.0,1.0
P1,F1,lr,2,fold1,128,33,3269,851,91,1.5647087097167969,0.5905832723220844,0.8260869565217391,0.8467889444241194,0.8286559709676443,4,0.8484848484848485,0.8728307414919991,33,0.614406779661017,0.725,0.6651376146788991,0.84375,1.0,0.9152542372881356,0.9556213017751479,0.7764423076923077,0.8567639257294429,0.9047619047619048,1.0,0.95
P1,F1,lr,2,fold2,129,32,3228,892,91,3.2984626293182373,0.5695851928984638,0.8374439461883408,0.8624059788503827,0.834838238709846,4,0.875,0.8969320486815416,32,0.7323943661971831,0.6724137931034483,0.701123595505618,0.8898305084745762,0.9722222222222222,0.9292035398230089,0.8536585365853658,0.847457627118644,0.850546780072904,0.9393939393939394,1.0,0.96875
P1,F1,lr,2,fold3,129,32,3396,724,91,1.576798677444458,0.7152557373046875,0.7361878453038674,0.6198171885511533,0.7281273067322518,4,0.71875,0.5156926406926408,32,0.5445026178010471,0.5652173913043478,0.5546666666666666,0.8840579710144928,0.6630434782608695,0.7577639751552795,0.7853403141361257,0.9230769230769231,0.8486562942008486,0.5384615384615384,0.22580645161290322,0.3181818181818182
P1,F1,lr,2,fold4,130,31,3362,758,91,2.6458942890167236,0.6929236540379184,0.8931398416886543,0.88570596274417,0.8954930770164653,3,0.9032258064516129,0.9013366750208855,31,0.7522935779816514,0.8913043478260869,0.8159203980099502,0.9528795811518325,0.8878048780487805,0.9191919191919192,0.9484240687679083,0.8970189701897019,0.9220055710306406,,,
P1,F1,svm,0,fold0,128,33,3225,895,91,1.7331924438476562,164.81729859080394,0.8145251396648044,0.858575937698751,0.8147818150826994,4,0.8484848484848485,0.8844894494300267,33,0.7375415282392026,0.8951612903225806,0.8087431693989071,0.9065934065934066,0.7638888888888888,0.8291457286432161,0.8162729658792651,0.7775,0.7964148527528809,1.0,1.0,1.0
P1,F1,svm,0,fold1,128,33,3269,851,91,1.7367503643035889,164.33764008321435,0.7884841363102233,0.734302661008786,0.7941434971602097,4,0.7878787878787878,0.7306644880174292,33,0.5949367088607594,0.705,0.6453089244851259,0.8307692307692308,1.0,0.907563025210084,0.9640522875816994,0.7091346153846154,0.817174515235457,0.3958333333333333,1.0,0.5671641791044776
P1,F1,svm,0,fold2,129,32,3228,892,91,1.6437222957611084,155.8319335561162,0.8150224215246636,0.8440805120688915,0.815189578731398,4,0.84375,0.8760504201680672,32,0.7288135593220338,0.7413793103448276,0.7350427350427351,0.7916666666666666,0.8796296296296297,0.8333333333333334,0.8720626631853786,0.8087167070217918,0.8391959798994975,0.9393939393939394,1.0,0.96875
P1,F1,svm,0,fold3,129,32,3396,724,91,1.602829933166504,144.090771016495,0.7182320441988951,0.5207943951707709,0.6931227777098115,4,0.6875,0.47969187675070024,32,0.5121951219512195,0.45652173913043476,0.4827586206896552,0.8620689655172413,0.6793478260869565,0.7598784194528876,0.7493975903614458,0.9569230769230769,0.8405405405405405,0.0,0.0,0.0
P1,F1,svm,0,fold4,130,31,3362,758,91,1.7532830238342285,156.95837368122193,0.8812664907651715,0.8789652400074527,0.8810692560374839,3,0.8709677419354839,0.8736772486772487,31,0.8202764976958525,0.967391304347826,0.8877805486284289,0.8860103626943006,0.8341463414634146,0.8592964824120602,0.9166666666666666,0.8644986449864499,0.8898186889818689,,,
