protocol,feature_set,model,seed,fold,n_train_files,n_test_files,n_train_windows,n_test_windows,n_features,fit_seconds,predict_ms_per_1k,accuracy,macro_f1,weighted_f1,n_classes,file_accuracy,file_macro_f1,n_test_files_eval,precision_B,recall_B,f1_B,precision_IR,recall_IR,f1_IR,precision_OR,recall_OR,f1_OR,precision_N,recall_N,f1_N
P1,F6,lr,2,fold3,129,32,3396,724,18,0.08671951293945312,0.45477356041333955,0.6906077348066298,0.7519359310506948,0.6849681060018991,4,0.6875,0.7508361204013378,32,0.8157894736842105,0.5054347826086957,0.6241610738255033,0.5459940652818991,1.0,0.7063339731285988,0.7933884297520661,0.5907692307692308,0.6772486772486772,1.0,1.0,1.0
P1,F6,lr,2,fold4,130,31,3362,758,18,0.11132359504699707,0.455763220472512,0.5738786279683378,0.5906273283965136,0.5772681164686336,3,0.6129032258064516,0.4705741626794258,31,0.5968379446640316,0.8206521739130435,0.6910755148741419,0.4495114006514658,0.6731707317073171,0.5390625,0.8588235294117647,0.3956639566395664,0.5417439703153989,,,
P1,F6,svm,0,fold0,128,33,3225,895,18,1.5862829685211182,156.1950704904908,0.7240223463687151,0.7834686147186147,0.7223952211661709,4,0.7272727272727273,0.78010878010878,33,0.6964285714285714,0.7862903225806451,0.7386363636363636,0.8541666666666666,0.5694444444444444,0.6833333333333333,0.6795454545454546,0.7475,0.7119047619047619,1.0,1.0,1.0
P1,F6,svm,0,fold1,128,33,3269,851,18,1.4722416400909424,159.83038027053993,0.618096357226792,0.49046626620954514,0.6108524198530274,4,0.6666666666666666,0.5072463768115941,33,0.49859943977591037,0.89,0.6391382405745063,0.864406779661017,0.4722222222222222,0.6107784431137725,0.6568364611260054,0.5889423076923077,0.6210392902408112,0.3333333333333333,0.05263157894736842,0.09090909090909091
P1,F6,svm,0,fold2,129,32,3228,892,18,1.4413108825683594,145.56069010576326,0.6390134529147982,0.7206223033871346,0.6295197136297587,4,0.59375,0.6816666666666666,32,0.5449871465295629,0.9137931034482759,0.6827697262479872,0.6320754716981132,0.6203703703703703,0.6261682242990654,0.7423076923076923,0.46731234866828086,0.5735512630014858,1.0,1.0,1.0
P1,F6,svm,0,fold3,129,32,3396,724,18,1.6935429573059082,163.62891012792429,0.8218232044198895,0.8628371176250739,0.8230319464008414,4,0.8125,0.8598039215686275,32,0.930379746835443,0.7989130434782609,0.8596491228070176,0.7512437810945274,0.8206521739130435,0.7844155844155845,0.7964071856287425,0.8184615384615385,0.8072837632776935,1.0,1.0,1.0
P1,F6,svm,0,fold4,130,31,3362,758,18,1.6048393249511719,156.59665683957707,0.6530343007915568,0.6543728187287837,0.6610915822144013,3,0.5806451612903226,0.4323586744639376,31,0.6383928571428571,0.7771739130434783,0.7009803921568627,0.5613207547169812,0.5804878048780487,0.5707434052757794,0.7639344262295082,0.6314363143631436,0.6913946587537092,,,
P1,F6,svm,1,fold0,128,33,3225,895,18,1.5216765403747559,180.95490652755652,0.71731843575419,0.7785777805290497,0.7156689875877739,4,0.7272727272727273,0.78010878010878,33,0.6914893617021277,0.7862903225806451,0.7358490566037735,0.831081081081081,0.5694444444444444,0.6758241758241759,0.6751152073732719,0.7325,0.7026378896882494,1.0,1.0,1.0
P1,F6,svm,1,fold1,128,33,3269,851,18,1.5135576725006104,151.99842800404855,0.6204465334900118,0.49225776984255326,0.6134907093982914,4,0.6666666666666666,0.5072463768115941,33,0.49859943977591037,0.89,0.6391382405745063,0.8793103448275862,0.4722222222222222,0.6144578313253012,0.6586666666666666,0.59375,0.6245259165613148,0.3333333333333333,0.05263157894736842,0.09090909090909091
P1,F6,svm,1,fold2,129,32,3228,892,18,1.3924100399017334,146.20297692816354,0.6378923766816144,0.7202646873067848,0.6290020413378542,4,0.59375,0.6816666666666666,32,0.5442708333333334,0.9008620689655172,0.6785714285714286,0.6338028169014085,0.625,0.6293706293706294,0.7348484848484849,0.46973365617433416,0.5731166912850812,1.0,1.0,1.0
P1,F6,svm,1,fold3,129,32,3396,724,18,1.6568822860717773,166.79388383475458,0.81353591160221,0.8557401991636688,0.814631763052391,4,0.8125,0.8598039215686275,32,0.9391891891891891,0.7554347826086957,0.8373493975903614,0.7512437810945274,0.8206521739130435,0.7844155844155845,0.7790697674418605,0.8246153846153846,0.8011958146487295,1.0,1.0,1.0
P1,F6,svm,1,fold4,130,31,3362,758,18,1.651695966720581,176.73390521852198,0.6517150395778364,0.6539769660682997,0.6601982499332064,3,0.6129032258064516,0.46305668016194335,31,0.6283185840707964,0.7717391304347826,0.6926829268292682,0.5642201834862385,0.6,0.5815602836879432,0.7710437710437711,0.6205962059620597,0.6876876876876877,,,
P1,F6,svm,2,fold0,128,33,3225,895,18,1.511033296585083,161.16003750422814,0.7184357541899441,0.7798080667932428,0.7170280014980258,4,0.7272727272727273,0.78010878010878,33,0.6842105263157895,0.7862903225806451,0.7317073170731707,0.8541666666666666,0.5694444444444444,0.6833333333333333,0.6758620689655173,0.735,0.704191616766467,1.0,1.0,1.0
P1,F6,svm,2,fold1,128,33,3269,851,18,1.4674742221832275,152.82771001831486,0.6204465334900118,0.49225776984255326,0.6134907093982914,4,0.6666666666666666,0.5072463768115941,33,0.49859943977591037,0.89,0.6391382405745063,0.8793103448275862,0.4722222222222222,0.6144578313253012,0.6586666666666666,0.59375,0.6245259165613148,0.3333333333333333,0.05263157894736842,0.09090909090909091
P1,F6,svm,2,fold2,129,32,3228,892,18,1.6164209842681885,167.29633904358732,0.6367713004484304,0.7188619582035765,0.6274011987481501,4,0.59375,0.6816666666666666,32,0.5438144329896907,0.9094827586206896,0.6806451612903226,0.6303317535545023,0.6157407407407407,0.6229508196721312,0.7366412213740458,0.46731234866828086,0.5718518518518518,1.0,1.0,1.0
P1,F6,svm,2,fold3,129,32,3396,724,18,1.648120403289795,162.94559721130034,0.81353591160221,0.8558346594647306,0.8146116948717972,4,0.8125,0.8598039215686275,32,0.9333333333333333,0.7608695652173914,0.8383233532934131,0.7512437810945274,0.8206521739130435,0.7844155844155845,0.7807017543859649,0.8215384615384616,0.800599700149925,1.0,1.0,1.0
P1,F6,svm,2,fold4,130,31,3362,758,18,1.6171362400054932,153.76677299237818,0.6517150395778364,0.6529268571205753,0.6598144220045438,3,0.5806451612903226,0.4323586744639376,31,0.6327433628318584,0.7771739130434783,0.697560975609756,0.5613207547169812,0.5804878048780487,0.5707434052757794,0.7656765676567657,0.6287262872628726,0.6904761904761905,,,
P1,F6,rf,0,fold0,128,33,3225,895,18,3.532351016998291,34.89515634888377,0.8603351955307262,0.8919581100218112,0.8592862967020227,4,0.8484848484848485,0.8759867583396995,33,0.8952380952380953,0.7580645161290323,0.8209606986899564,0.8620689655172413,0.9259259259259259,0.8928571428571429,0.8317535545023697,0.8775,0.8540145985401459,1.0,1.0,1.0
P1,F6,rf,0,fold1,128,33,3269,851,18,3.4958839416503906,35.01223060975484,0.81786133960047,0.7968021477613236,0.819417275939268,4,0.8787878787878788,0.9105263157894737,33,0.6995515695067265,0.78,0.7375886524822695,0.9384615384615385,0.8472222222222222,0.8905109489051095,0.8199052132701422,0.8317307692307693,0.8257756563245824,1.0,0.5789473684210527,0.7333333333333333
P1,F6,rf,0,fold2,129,32,3228,892,18,3.409564256668091,39.73357880596623,0.8374439461883408,0.8736118843645213,0.8382271680823494,4,0.8125,0.8450940860215054,32,0.7171314741035857,0.7758620689655172,0.7453416149068323,0.8923766816143498,0.9212962962962963,0.9066059225512528,0.8708010335917312,0.8159806295399515,0.8425,1.0,1.0,1.0
P1,F6,rf,0,fold3,129,32,3396,724,18,3.7354393005371094,37.173539894061854,0.7845303867403315,0.8206893773754239,0.7780458004504002,4,0.75,0.7896825396825397,32,0.9509803921568627,0.5271739130434783,0.6783216783216783,0.86875,0.7554347826086957,0.8081395348837209,0.6983758700696056,0.9261538461538461,0.7962962962962963,1.0,1.0,1.0
P1,F6,rf,0,fold4,130,31,3362,758,18,3.5060391426086426,37.19644370368414,0.8113456464379947,0.8124430733540055,0.8106236452725385,3,0.8387096774193549,0.8372628403588155,31,0.7389380530973452,0.907608695652174,0.8146341463414634,0.7420634920634921,0.9121951219512195,0.8183807439824945,0.9321428571428572,0.7073170731707317,0.8043143297380585,,,
P1,F6,rf,1,fold0,128,33,3225,895,18,3.539224863052368,32.145484199737034,0.8715083798882681,0.9006566186455165,0.8703343177681905,4,0.8787878787878788,0.8991596638655462,33,0.8815165876777251,0.75,0.8104575163398693,0.9255813953488372,0.9212962962962963,0.9234338747099768,0.8310502283105022,0.91,0.8687350835322196,1.0,1.0,1.0
P1,F6,rf,1,fold1,128,33,3269,851,18,3.512131452560425,35.34142194987744,0.8155111633372503,0.7946233801247102,0.8171192624132039,4,0.9090909090909091,0.9346642468239564,33,0.6936936936936937,0.77,0.7298578199052133,0.9384615384615385,0.8472222222222222,0.8905109489051095,0.817966903073286,0.8317307692307693,0.8247914183551848,1.0,0.5789473684210527,0.7333333333333333
P1,F6,rf,1,fold2,129,32,3228,892,18,3.454742193222046,33.324876708300124,0.8307174887892377,0.8678534861288105,0.8316429689792901,4,0.84375,0.8686274509803922,32,0.7051792828685259,0.7629310344827587,0.7329192546583851,0.8873873873873874,0.9120370370370371,0.8995433789954338,0.865979381443299,0.8135593220338984,0.8389513108614233,1.0,1.0,1.0
P1,F6,rf,1,fold3,129,32,3396,724,18,3.7533137798309326,38.88758506564145,0.7983425414364641,0.8320873773502214,0.7922938754476897,4,0.75,0.7896825396825397,32,0.9523809523809523,0.5434782608695652,0.6920415224913494,0.92,0.75,0.8263473053892215,0.7054794520547946,0.9507692307692308,0.8099606815203145,1.0,1.0,1.0
P1,F6,rf,1,fold4,130,31,3362,758,18,3.537874698638916,36.65261029568071,0.8047493403693932,0.8057523515271999,0.8040275583909254,3,0.8387096774193549,0.8372628403588155,31,0.7321428571428571,0.8913043478260869,0.803921568627451,0.7410358565737052,0.9073170731707317,0.8157894736842105,0.9187279151943463,0.7046070460704607,0.7975460122699386,,,
P1,F6,rf,2,fold0,128,33,3225,895,18,3.5731258392333984,32.308248168263354,0.870391061452514,0.9005042823608136,0.8693164081694076,4,0.8787878787878788,0.8991596638655462,33,0.8525345622119815,0.7459677419354839,0.7956989247311828,0.9481132075471698,0.9305555555555556,0.9392523364485982,0.832183908045977,0.905,0.8670658682634731,1.0,1.0,1.0
P1,F6,rf,2,fold1,128,33,3269,851,18,3.4402947425842285,37.225797229592025,0.8202115158636898,0.7983194004220718,0.8217511437529904,4,0.8787878787878788,0.9105263157894737,33,0.6995515695067265,0.78,0.7375886524822695,0.9387755102040817,0.8518518518518519,0.8932038834951457,0.8242280285035629,0.8341346153846154,0.8291517323775388,1.0,0.5789473684210527,0.7333333333333333
P1,F6,rf,2,fold2,129,32,3228,892,18,3.467580795288086,31.90425479358622,0.8385650224215246,0.8742608683346541,0.8394544085088581,4,0.84375,0.8729166666666667,32,0.7182539682539683,0.7801724137931034,0.7479338842975206,0.8918918918918919,0.9166666666666666,0.9041095890410958,0.8733850129198967,0.8184019370460048,0.845,1.0,1.0,1.0
P1,F6,rf,2,fold3,129,32,3396,724,18,3.751066207885742,37.49889563460376,0.787292817679558,0.8212599759292367,0.7796502728409344,4,0.75,0.7896825396825397,32,0.9591836734693877,0.5108695652173914,0.6666666666666666,0.912751677852349,0.7391304347826086,0.8168168168168168,0.6928251121076233,0.9507692307692308,0.8015564202334631,1.0,1.0,1.0
P1,F6,rf,2,fold4,130,31,3362,758,18,3.5294318199157715,45.418739318847656,0.8087071240105541,0.8091958709364473,0.8081549523720722,3,0.8387096774193549,0.8372628403588155,31,0.7321428571428571,0.8913043478260869,0.803921568627451,0.73828125,0.9219512195121952,0.8199566160520607,0.935251798561151,0.7046070460704607,0.80370942812983,,,
P1,F6,hgb,0,fold0,128,33,3225,895,18,2.088693857192993,122.92036131107608,0.8737430167597765,0.9033524141820453,0.8732723359578435,4,0.8484848484848485,0.8761904761904762,33,0.8416289592760181,0.75,0.7931769722814499,0.98989898989899,0.9074074074074074,0.9468599033816425,0.8292134831460675,0.9225,0.8733727810650888,1.0,1.0,1.0
P1,F6,hgb,0,fold1,128,33,3269,851,18,2.129401683807373,126.43945203124426,0.8307873090481787,0.6531983911797469,0.8239167620204051,4,0.8787878787878788,0.6702508960573477,33,0.7156398104265402,0.755,0.7347931873479319,0.9478672985781991,0.9259259259259259,0.936768149882904,0.8294392523364486,0.8533653846153846,0.8412322274881516,1.0,0.05263157894736842,0.1
P1,F6,hgb,0,fold2,129,32,3228,892,18,2.07733416557312,125.94354526879006,0.8239910313901345,0.8635488490812284,0.8253610613088072,4,0.84375,0.8686274509803922,32,0.6937984496124031,0.771551724137931,0.7306122448979592,0.8899082568807339,0.8981481481481481,0.8940092165898618,0.8597402597402597,0.801452784503632,0.8295739348370927,1.0,1.0,1.0
P1,F6,hgb,0,fold3,129,32,3396,724,18,2.0969455242156982,148.714247329459,0.787292817679558,0.8264394546933173,0.7835453534731429,4,0.78125,0.8208791208791208,32,0.9304347826086956,0.5815217391304348,0.7157190635451505,0.8208092485549133,0.7717391304347826,0.7955182072829131,0.7160493827160493,0.8923076923076924,0.7945205479452054,1.0,1.0,1.0
P1,F6,hgb,0,fold4,130,31,3362,758,18,2.185021162033081,125.60475784744627,0.7968337730870713,0.7966984897962677,0.7967879803991321,3,0.8387096774193549,0.8372628403588155,31,0.694560669456067,0.9021739130434783,0.7848699763593381,0.7341269841269841,0.9024390243902439,0.8096280087527352,0.947565543071161,0.6856368563685636,0.7955974842767296,,,
P1,F6,hgb,1,fold0,128,33,3225,895,18,2.1002798080444336,124.97182664924495,0.8737430167597765,0.9033524141820453,0.8732723359578435,4,0.8484848484848485,0.8761904761904762,33,0.8416289592760181,0.75,0.7931769722814499,0.98989898989899,0.9074074074074074,0.9468599033816425,0.8292134831460675,0.9225,0.8733727810650888,1.0,1.0,1.0
P1,F6,hgb,1,fold1,128,33,3269,851,18,2.117361307144165,125.67628844784515,0.8307873090481787,0.6531983911797469,0.8239167620204051,4,0.8787878787878788,0.6702508960573477,33,0.7156398104265402,0.755,0.7347931873479319,0.9478672985781991,0.9259259259259259,0.936768149882904,0.8294392523364486,0.8533653846153846,0.8412322274881516,1.0,0.05263157894736842,0.1
P1,F6,hgb,1,fold2,129,32,3228,892,18,2.063685894012451,130.03595206769592,0.8239910313901345,0.8635488490812284,0.8253610613088072,4,0.84375,0.8686274509803922,32,0.6937984496124031,0.771551724137931,0.7306122448979592,0.8899082568807339,0.8981481481481481,0.8940092165898618,0.8597402597402597,0.801452784503632,0.8295739348370927,1.0,1.0,1.0
P1,F6,hgb,1,fold3,129,32,3396,724,18,2.127664566040039,137.29221913037378,0.787292817679558,0.8264394546933173,0.7835453534731429,4,0.78125,0.8208791208791208,32,0.9304347826086956,0.5815217391304348,0.7157190635451505,0.8208092485549133,0.7717391304347826,0.7955182072829131,0.7160493827160493,0.8923076923076924,0.7945205479452054,1.0,1.0,1.0
P1,F6,hgb,1,fold4,130,31,3362,758,18,2.1465375423431396,129.7780265908757,0.7968337730870713,0.7966984897962677,0.7967879803991321,3,0.8387096774193549,0.8372628403588155,31,0.694560669456067,0.9021739130434783,0.7848699763593381,0.7341269841269841,0.9024390243902439,0.8096280087527352,0.947565543071161,0.6856368563685636,0.7955974842767296,,,
P1,F6,hgb,2,fold0,128,33,3225,895,18,2.1453771591186523,126.03179036571993,0.8737430167597765,0.9033524141820453,0.8732723359578435,4,0.8484848484848485,0.8761904761904762,33,0.8416289592760181,0.75,0.7931769722814499,0.98989898989899,0.9074074074074074,0.9468599033816425,0.8292134831460675,0.9225,0.8733727810650888,1.0,1.0,1.0
P1,F6,hgb,2,fold1,128,33,3269,851,18,2.101611852645874,124.13763411596996,0.8307873090481787,0.6531983911797469,0.8239167620204051,4,0.8787878787878788,0.6702508960573477,33,0.7156398104265402,0.755,0.7347931873479319,0.9478672985781991,0.9259259259259259,0.936768149882904,0.8294392523364486,0.8533653846153846,0.8412322274881516,1.0,0.05263157894736842,0.1
P1,F6,hgb,2,fold2,129,32,3228,892,18,2.061882972717285,123.92554047930936,0.8239910313901345,0.8635488490812284,0.8253610613088072,4,0.84375,0.8686274509803922,32,0.6937984496124031,0.771551724137931,0.7306122448979592,0.8899082568807339,0.8981481481481481,0.8940092165898618,0.8597402597402597,0.801452784503632,0.8295739348370927,1.0,1.0,1.0
P1,F6,hgb,2,fold3,129,32,3396,724,18,2.115487575531006,135.0789438953716,0.787292817679558,0.8264394546933173,0.7835453534731429,4,0.78125,0.8208791208791208,32,0.9304347826086956,0.5815217391304348,0.7157190635451505,0.8208092485549133,0.7717391304347826,0.7955182072829131,0.7160493827160493,0.8923076923076924,0.7945205479452054,1.0,1.0,1.0
P1,F6,hgb,2,fold4,130,31,3362,758,18,2.145721197128296,125.97182180761976,0.7968337730870713,0.7966984897962677,0.7967879803991321,3,0.8387096774193549,0.8372628403588155,31,0.694560669456067,0.9021739130434783,0.7848699763593381,0.7341269841269841,0.9024390243902439,0.8096280087527352,0.947565543071161,0.6856368563685636,0.7955974842767296,,,
P1,F7,lr,0,fold0,128,33,3225,895,16,0.0485835075378418,0.42276009501025663,0.7072625698324022,0.7719207107562878,0.711751047862725,4,0.7272727272727273,0.7969899665551841,33,0.5493333333333333,0.8306451612903226,0.6613162118780096,0.7227722772277227,0.6759259259259259,0.6985645933014354,0.8710801393728222,0.625,0.727802037845706,1.0,1.0,1.0
P1,F7,lr,0,fold1,128,33,3269,851,16,0.0637199878692627,0.4364937088604399,0.7132784958871915,0.775139862429534,0.7123559821064251,4,0.696969696969697,0.7639170610773045,33,0.5581395348837209,0.6,0.5783132530120482,0.7480314960629921,0.8796296296296297,0.8085106382978723,0.7658402203856749,0.6682692307692307,0.7137355584082157,1.0,1.0,1.0
P1,F7,lr,0,fold2,129,32,3228,892,16,0.0415804386138916,0.485123005683112,0.6378923766816144,0.7160270183129736,0.6475754303786613,4,0.625,0.7317682317682318,32,0.43582089552238806,0.6293103448275862,0.5149911816578483,0.8263473053892215,0.6388888888888888,0.720626631853786,0.711484593837535,0.6150121065375302,0.6597402597402597,0.9393939393939394,1.0,0.96875
P1,F7,lr,0,fold3,129,32,3396,724,16,0.05879497528076172,0.7425882539696457,0.7182320441988951,0.7668618368607055,0.720158441029633,4,0.78125,0.8235632183908046,32,0.569377990430622,0.6467391304347826,0.6055979643765903,0.7142857142857143,0.6521739130434783,0.6818181818181818,0.7911392405063291,0.7692307692307693,0.7800312012480499,1.0,1.0,1.0
P1,F7,lr,0,fold4,130,31,3362,758,16,0.06399869918823242,0.516468742592039,0.6226912928759895,0.608438851450828,0.6364963682631382,3,0.6129032258064516,0.5897435897435898,31,0.4227129337539432,0.7282608695652174,0.5349301397205589,0.6079545454545454,0.5219512195121951,0.5616797900262467,0.8716981132075472,0.6260162601626016,0.7287066246056783,,,
P1,F7,lr,1,fold0,128,33,3225,895,16,0.047699928283691406,0.6246833161934794,0.7072625698324022,0.7719207107562878,0.711751047862725,4,0.7272727272727273,0.7969899665551841,33,0.5493333333333333,0.8306451612903226,0.6613162118780096,0.7227722772277227,0.6759259259259259,0.6985645933014354,0.8710801393728222,0.625,0.727802037845706,1.0,1.0,1.0
P1,F7,lr,1,fold1,128,33,3269,851,16,0.06760525703430176,0.40511547048279595,0.7132784958871915,0.775139862429534,0.7123559821064251,4,0.696969696969697,0.7639170610773045,33,0.5581395348837209,0.6,0.5783132530120482,0.7480314960629921,0.8796296296296297,0.8085106382978723,0.7658402203856749,0.6682692307692307,0.7137355584082157,1.0,1.0,1.0
P1,F7,lr,1,fold2,129,32,3228,892,16,0.04178357124328613,0.39210768558519304,0.6378923766816144,0.7160270183129736,0.6475754303786613,4,0.625,0.7317682317682318,32,0.43582089552238806,0.6293103448275862,0.5149911816578483,0.8263473053892215,0.6388888888888888,0.720626631853786,0.711484593837535,0.6150121065375302,0.6597402597402597,0.9393939393939394,1.0,0.96875
P1,F7,lr,1,fold3,129,32,3396,724,16,0.05639052391052246,0.5324901138221361,0.7182320441988951,0.7668618368607055,0.720158441029633,4,0.78125,0.8235632183908046,32,0.569377990430622,0.6467391304347826,0.6055979643765903,0.7142857142857143,0.6521739130434783,0.6818181818181818,0.7911392405063291,0.7692307692307693,0.7800312012480499,1.0,1.0,1.0
P1,F7,lr,1,fold4,130,31,3362,758,16,0.06858515739440918,0.46834467583407197,0.6226912928759895,0.608438851450828,0.6364963682631382,3,0.6129032258064516,0.5897435897435898,31,0.4227129337539432,0.7282608695652174,0.5349301397205589,0.6079545454545454,0.5219512195121951,0.5616797900262467,0.8716981132075472,0.6260162601626016,0.7287066246056783,,,
P1,F7,lr,2,fold0,128,33,3225,895,16,0.06452393531799316,0.5306478319221368,0.7072625698324022,0.7719207107562878,0.711751047862725,4,0.7272727272727273,0.7969899665551841,33,0.5493333333333333,0.8306451612903226,0.6613162118780096,0.7227722772277227,0.6759259259259259,0.6985645933014354,0.8710801393728222,0.625,0.727802037845706,1.0,1.0,1.0
P1,F7,lr,2,fold1,128,33,3269,851,16,0.06483936309814453,0.4468597340387687,0.7132784958871915,0.775139862429534,0.7123559821064251,4,0.696969696969697,0.7639170610773045,33,0.5581395348837209,0.6,0.5783132530120482,0.7480314960629921,0.8796296296296297,0.8085106382978723,0.7658402203856749,0.6682692307692307,0.7137355584082157,1.0,1.0,1.0
P1,F7,lr,2,fold2,129,32,3228,892,16,0.04123258590698242,0.41536151560967277,0.6378923766816144,0.7160270183129736,0.6475754303786613,4,0.625,0.7317682317682318,32,0.43582089552238806,0.6293103448275862,0.5149911816578483,0.8263473053892215,0.6388888888888888,0.720626631853786,0.711484593837535,0.6150121065375302,0.6597402597402597,0.9393939393939394,1.0,0.96875
P1,F7,lr,2,fold3,129,32,3396,724,16,0.05616617202758789,0.4814474622189011,0.7182320441988951,0.7668618368607055,0.720158441029633,4,0.78125,0.8235632183908046,32,0.569377990430622,0.6467391304347826,0.6055979643765903,0.7142857142857143,0.6521739130434783,0.6818181818181818,0.7911392405063291,0.7692307692307693,0.7800312012480499,1.0,1.0,1.0
P1,F7,lr,2,fold4,130,31,3362,758,16,0.06259608268737793,0.5306228798737941,0.6226912928759895,0.608438851450828,0.6364963682631382,3,0.6129032258064516,0.5897435897435898,31,0.4227129337539432,0.7282608695652174,0.5349301397205589,0.6079545454545454,0.5219512195121951,0.5616797900262467,0.8716981132075472,0.6260162601626016,0.7287066246056783,,,
P1,F7,svm,0,fold0,128,33,3225,895,16,0.9916257858276367,124.56398436477065,0.8011173184357542,0.8420077667899231,0.8035133193220075,4,0.8484848484848485,0.8809523809523809,33,0.67,0.8104838709677419,0.7335766423357665,0.8617021276595744,0.75,0.801980198019802,0.8590425531914894,0.8075,0.8324742268041238,1.0,1.0,1.0
P1,F7,svm,0,fold1,128,33,3269,851,16,0.9995839595794678,115.606675557048,0.7755581668625147,0.5792446128555147,0.7621307216711066,4,0.8484848484848485,0.647415329768271,33,0.7365269461077845,0.615,0.670299727520436,0.7562724014336918,0.9768518518518519,0.8525252525252526,0.8049382716049382,0.7836538461538461,0.7941534713763703,0.0,0.0,0.0
P1,F7,svm,0,fold2,129,32,3228,892,16,0.8455977439880371,95.30702513964187,0.7298206278026906,0.771852103824131,0.7250156991141985,4,0.8125,0.8352490421455939,32,0.6310160427807486,0.5086206896551724,0.5632458233890215,0.689795918367347,0.7824074074074074,0.7331887201735358,0.7762237762237763,0.8062953995157385,0.7909738717339667,1.0,1.0,1.0
P1,F7,svm,0,fold3,129,32,3396,724,16,1.1096818447113037,113.74179829550053,0.6408839779005525,0.6931003491644993,0.635888980236124,4,0.59375,0.6571428571428571,32,0.5177664974619289,0.5543478260869565,0.5354330708661418,0.5815602836879432,0.44565217391304346,0.5046153846153846,0.7014084507042253,0.7661538461538462,0.7323529411764705,1.0,1.0,1.0
P1,F7,svm,0,fold4,130,31,3362,758,16,0.9927880764007568,107.0656688358035,0.783641160949868,0.7662108243748795,0.7828792526541821,3,0.8064516129032258,0.7744646245595012,31,0.7135416666666666,0.7445652173913043,0.7287234042553191,0.7688172043010753,0.697560975609756,0.731457800511509,0.8263157894736842,0.8509485094850948,0.8384512683578104,,,
P1,F7,svm,1,fold0,128,33,3225,895,16,0.9979908466339111,108.0195997014392,0.8011173184357542,0.8420077667899231,0.8035133193220075,4,0.8484848484848485,0.8809523809523809,33,0.67,0.8104838709677419,0.7335766423357665,0.8617021276595744,0.75,0.801980198019802,0.8590425531914894,0.8075,0.8324742268041238,1.0,1.0,1.0
P1,F7,svm,1,fold1,128,33,3269,851,16,0.9584927558898926,123.56161931146606,0.7755581668625147,0.5797803057081954,0.7622610585218359,4,0.8181818181818182,0.6253472222222223,33,0.7380952380952381,0.62,0.6739130434782609,0.7562724014336918,0.9768518518518519,0.8525252525252526,0.8044554455445545,0.78125,0.7926829268292683,0.0,0.0,0.0
P1,F7,svm,1,fold2,129,32,3228,892,16,0.8693006038665771,94.74358751100274,0.7275784753363229,0.7698995558891211,0.7226248697112783,4,0.8125,0.8352490421455939,32,0.6256684491978609,0.5043103448275862,0.5584725536992841,0.691358024691358,0.7777777777777778,0.7320261437908496,0.7726218097447796,0.8062953995157385,0.7890995260663507,1.0,1.0,1.0
P1,F7,svm,1,fold3,129,32,3396,724,16,1.13124680519104,113.44739745335025,0.6408839779005525,0.6930195787911554,0.636016925246355,4,0.59375,0.6571428571428571,32,0.5151515151515151,0.5543478260869565,0.5340314136125655,0.5815602836879432,0.44565217391304346,0.5046153846153846,0.7033898305084746,0.7661538461538462,0.7334315169366715,1.0,1.0,1.0
P1,F7,svm,1,fold4,130,31,3362,758,16,1.01332426071167,107.6768130299913,0.783641160949868,0.7662108243748795,0.7828792526541821,3,0.8064516129032258,0.7744646245595012,31,0.7135416666666666,0.7445652173913043,0.7287234042553191,0.7688172043010753,0.697560975609756,0.731457800511509,0.8263157894736842,0.8509485094850948,0.8384512683578104,,,
P1,F7,svm,2,fold0,128,33,3225,895,16,1.01155686378479,108.41385612274682,0.8011173184357542,0.8420077667899231,0.8035133193220075,4,0.8484848484848485,0.8809523809523809,33,0.67,0.8104838709677419,0.7335766423357665,0.8617021276595744,0.75,0.801980198019802,0.8590425531914894,0.8075,0.8324742268041238,1.0,1.0,1.0
P1,F7,svm,2,fold1,128,33,3269,851,16,0.9596235752105713,105.82170811439093,0.7755581668625147,0.5797803057081954,0.7622610585218359,4,0.8181818181818182,0.6253472222222223,33,0.7380952380952381,0.62,0.6739130434782609,0.7562724014336918,0.9768518518518519,0.8525252525252526,0.8044554455445545,0.78125,0.7926829268292683,0.0,0.0,0.0
P1,F7,svm,2,fold2,129,32,3228,892,16,0.8652932643890381,103.4402526547556,0.7286995515695067,0.7708598313441443,0.7236030472899089,4,0.8125,0.8352490421455939,32,0.6324324324324324,0.5043103448275862,0.5611510791366906,0.689795918367347,0.7824074074074074,0.7331887201735358,0.7726218097447796,0.8062953995157385,0.7890995260663507,1.0,1.0,1.0
P1,F7,svm,2,fold3,129,32,3396,724,16,1.0801033973693848,112.29021114539046,0.6408839779005525,0.6931003491644993,0.635888980236124,4,0.59375,0.6571428571428571,32,0.5177664974619289,0.5543478260869565,0.5354330708661418,0.5815602836879432,0.44565217391304346,0.5046153846153846,0.7014084507042253,0.7661538461538462,0.7323529411764705,1.0,1.0,1.0
P1,F7,svm,2,fold4,130,31,3362,758,16,0.998427152633667,105.9581862276022,0.7849604221635884,0.7676078015325407,0.7841057665352376,3,0.8064516129032258,0.7744646245595012,31,0.7135416666666666,0.7445652173913043,0.7287234042553191,0.7771739130434783,0.697560975609756,0.7352185089974294,0.824607329842932,0.8536585365853658,0.8388814913448736,,,
